"","first_name","last_name","nickname","height_inches","weight_lb","armspan_inches","stance","wins","losses","draws","total_fights","stance2"
"2250","Elvis","Mutapcic","The King",72,185,72,"Orthodox",15,6,1,22,"Orthodox"
"2251","Fiona","Muxlow","",64,145,NA,NA,6,3,0,9,NA
"2252","Ho Bae","Myeon","",71,168,NA,"Orthodox",13,5,1,19,"Orthodox"
"2253","Na","Liang","",NA,115,NA,NA,9,4,0,13,NA
"2254","Katsuhiko","Nagata","",67,154,NA,"Southpaw",6,7,3,16,"Southpaw"
"2255","Yuji","Nagata","",72,225,NA,"Orthodox",0,2,0,2,"Orthodox"
"2256","Greg","Nagy","",73,210,NA,"Orthodox",1,3,0,4,"Orthodox"
"2257","Logan","Nail","",NA,185,NA,NA,1,1,0,2,NA
"2258","Muhammad","Naimov","Hillman",69,145,70,"Orthodox",5,1,0,6,"Orthodox"
"2259","Yukiya","Naito","",73,205,NA,"Orthodox",15,6,2,23,"Orthodox"
"2260","Andrews","Nakahara","",73,185,NA,"Orthodox",5,4,2,11,"Orthodox"
"2261","Rin","Nakai","",61,135,NA,"Orthodox",19,2,1,22,"Orthodox"
"2262","Kazuhiro","Nakamura","Kaz",71,205,70,"Orthodox",21,13,0,34,"Orthodox"
"2263","Keita","Nakamura","K-Taro",71,170,73,"Southpaw",34,10,2,46,"Southpaw"
"2264","Daisuke","Nakamura","",67,154,NA,"Orthodox",28,19,1,48,"Orthodox"
"2265","Yusaku","Nakamura","",65,145,NA,NA,14,4,1,19,NA
"2266","Jutaro","Nakao","",69,170,NA,"Southpaw",25,19,4,48,"Southpaw"
"2267","Yoshihiro","Nakao","Kiss",72,220,NA,"Southpaw",9,3,0,12,"Southpaw"
"2268","Yui Chul","Nam","The Korean Bulldozer",69,145,NA,"Orthodox",18,8,1,27,"Orthodox"
"2269","Tyson","Nam","",67,125,68,"Orthodox",20,12,1,33,"Orthodox"
"2270","Rose","Namajunas","Thug",65,115,65,"Orthodox",10,4,0,14,"Orthodox"
"2271","Yasuhito","Namekawa","",69,205,NA,"Orthodox",25,16,4,45,"Orthodox"
"2272","Nad","Narimani","Smiler",68,145,70,"Orthodox",12,4,0,16,"Orthodox"
"2273","Roger","Narvaez","Silverback",75,185,NA,"Southpaw",8,3,0,11,"Southpaw"
"2274","Fabio","Nascimento","Negao",70,185,NA,"Orthodox",11,6,0,17,"Orthodox"
"2275","Allan","Nascimento","Puro Osso",69,125,NA,"Orthodox",17,5,0,22,"Orthodox"
"2276","Rodrigo","Nascimento","Ze Colmeia",74,246,80,"Orthodox",8,1,0,9,"Orthodox"
"2277","Bobby","Nash","",72,170,74,"Orthodox",8,4,0,12,"Orthodox"
"2278","Reza","Nasri","",71,205,NA,"Orthodox",0,1,0,1,"Orthodox"
"2279","Pawel","Nastula","",72,230,NA,"Southpaw",5,6,0,11,"Southpaw"
"2280","Rafael","Natal","Sapo",72,185,77,"Orthodox",21,9,1,31,"Orthodox"
"2281","Kevin","Natividad","Quicksand",66,145,70,"Orthodox",9,2,0,11,"Orthodox"
"2282","Ismail","Naurdiev","The Austrian Wonderboy",70,170,74,"Orthodox",19,4,0,23,"Orthodox"
"2283","Danny","Navarro","",70,155,NA,NA,17,7,0,24,NA
"2284","Marcio","Navarro","The Locomotive",72,155,NA,NA,14,14,0,28,NA
"2285","Tafon","Nchukwi","Da Don",72,205,77,"Orthodox",5,0,0,5,"Orthodox"
"2286","Dustin","Neace","The Beast",69,145,NA,NA,25,21,1,47,NA
"2287","Josh","Neal","",72,185,NA,NA,5,11,0,16,NA
"2288","Joe","Neal","Nine Lives",66,135,NA,NA,6,2,0,8,NA
"2289","Geoff","Neal","Handz of Steel",71,170,75,"Southpaw",13,3,0,16,"Southpaw"
"2290","Stanislav","Nedkov","Stucky",71,205,71,"Orthodox",12,2,0,14,"Orthodox"
"2291","Josh","Neer","The Dentist",71,170,72,"Orthodox",36,16,1,53,"Orthodox"
"2292","Nicolae","Negumereanu","",72,205,78,"Orthodox",9,1,0,10,"Orthodox"
"2293","Steve","Nelmark","The Sandman",72,240,NA,"Orthodox",2,1,0,3,"Orthodox"
"2294","Shane","Nelson","Sugar",69,155,70,"Southpaw",16,7,0,23,"Southpaw"
"2295","Roy","Nelson","Big Country",72,263,73,"Orthodox",22,14,0,36,"Orthodox"
"2296","Gunnar","Nelson","Gunni",71,170,72,"Switch",17,5,1,23,"Mixed"
"2297","Kyle","Nelson","The Monster",71,155,71,"Switch",13,4,0,17,"Mixed"
"2298","Lissette","Neri","",62,145,NA,NA,6,4,0,10,NA
"2299","Mario","Neto","Sukata",72,229,NA,"Orthodox",13,5,0,18,"Orthodox"
"2300","Antonio Braga","Neto","",75,185,77,"Orthodox",9,3,0,12,"Orthodox"
"2301","Julio Cesar","Neves Jr.","Morceguinho",68,145,NA,NA,33,1,0,34,NA
"2302","Nick","Newell","Notorious",70,155,NA,"Southpaw",14,2,0,16,"Southpaw"
"2303","Journey","Newson","",65,135,67,"Orthodox",9,3,0,12,"Orthodox"
"2304","Jeff","Newton","",74,205,NA,"Sideways",4,2,0,6,"Mixed"
"2305","Carlos","Newton","The Ronin",69,170,NA,"Orthodox",16,14,0,30,"Orthodox"
"2306","Emanuel","Newton","The Hardcore Kid",73,205,NA,NA,26,12,1,39,NA
"2307","Francis","Ngannou","The Predator",76,250,83,"Orthodox",15,3,0,18,"Orthodox"
"2308","Ben","Nguyen","Ten",65,125,65,"Switch",16,8,0,24,"Mixed"
"2309","Steven","Nguyen","",71,145,NA,"Switch",3,1,0,4,"Mixed"
"2310","Alex","Nicholson","The Spartan",76,185,77,"Orthodox",7,4,0,11,"Orthodox"
"2311","Mike","Nickels","",76,205,NA,"Orthodox",9,5,0,14,"Orthodox"
"2312","Matheus","Nicolau","",66,125,66,"Orthodox",15,3,1,19,"Orthodox"
"2313","Jaimelene","Nievera","Queenie",65,125,NA,"Orthodox",7,4,0,11,"Orthodox"
"2314","Khomkrit","Niimi","The Bumblebee",62,125,NA,NA,6,10,0,16,NA
"2315","Tom","Niinimaki","Stoneface",69,145,69,"Orthodox",22,8,1,31,"Orthodox"
"2316","Ramsey","Nijem","",71,155,75,"Orthodox",9,6,0,15,"Orthodox"
"2317","Hans","Nijman","",72,250,NA,"Switch",9,7,0,16,"Mixed"
"2318","Jack","Nilson","",NA,NA,NA,NA,2,6,0,8,NA
"2319","Mats","Nilsson","",73,170,NA,"Orthodox",11,4,1,16,"Orthodox"
"2320","Guangyou","Ning","Smasher",64,145,64,"Southpaw",5,4,1,10,"Southpaw"
"2321","Soichi","Nishida","",71,320,NA,"Orthodox",5,10,1,16,"Orthodox"
"2322","Yosuke","Nishijima","",69,205,NA,"Orthodox",0,5,0,5,"Orthodox"
"2323","Akiyo","Nishiura","Wicky Akiyo",68,139,NA,"Southpaw",13,8,1,22,"Southpaw"
"2324","Anthony","Njokuani","The Assassin",73,155,75,"Orthodox",16,12,0,28,"Orthodox"
"2325","Chidi","Njokuani","Chidi Bang Bang",75,170,NA,NA,17,4,0,21,NA
"2326","Derrick","Noble","The Eraser",69,170,NA,"Southpaw",27,15,1,43,"Southpaw"
"2327","Kyle","Noblitt","",74,243,NA,NA,11,2,0,13,NA
"2328","Pedro","Nobre","The Rock",65,135,NA,NA,18,4,2,24,NA
"2329","Jacob","Noe","Psycho",NA,205,NA,NA,3,11,0,14,NA
"2330","Antonio Rodrigo","Nogueira","Minotauro",75,240,77,"Orthodox",34,10,1,45,"Orthodox"
"2331","Rogerio","Nogueira","Minotouro",74,205,75,"Southpaw",23,10,0,33,"Southpaw"
"2332","Alexandre Franca","Nogueira","Pequeno",67,145,NA,"Orthodox",18,6,3,27,"Orthodox"
"2333","Talita","Nogueira","Treta",70,145,NA,NA,6,0,0,6,NA
"2334","Kyle","Noke","",73,170,76,"Southpaw",22,10,1,33,"Southpaw"
"2335","Nick","Nolte","",72,170,NA,NA,5,4,0,9,NA
"2336","KJ","Noons","King",70,155,70,"Orthodox",13,9,0,22,"Orthodox"
"2337","Sage","Northcutt","Super",72,170,71,"Orthodox",11,2,0,13,"Orthodox"
"2338","Jan","Nortje","The Giant",73,310,NA,"Southpaw",2,6,0,8,"Southpaw"
"2339","Scott","Norton","Hollywood",70,170,NA,"Orthodox",7,1,0,8,"Orthodox"
"2340","Jonatas","Novaes","",71,170,NA,NA,13,5,0,18,NA
"2341","Jason","Novelli","Flipside",72,155,NA,"Orthodox",11,3,1,15,"Orthodox"
"2342","Phillipe","Nover","The Filipino Assassin",69,145,72,"Orthodox",11,8,1,20,"Orthodox"
"2343","Diego","Nunes","The Gun",66,145,67,"Orthodox",19,7,0,26,"Orthodox"
"2344","Amanda","Nunes","Lioness",68,145,69,"Orthodox",21,4,0,25,"Orthodox"
"2345","Istela","Nunes","",64,115,NA,NA,6,1,0,7,NA
"2346","Josiane","Nunes","Josi",NA,135,NA,NA,7,1,0,8,NA
"2347","Khabib","Nurmagomedov","The Eagle",70,155,70,"Orthodox",29,0,0,29,"Orthodox"
"2348","Said","Nurmagomedov","",68,135,70,"Orthodox",14,2,0,16,"Orthodox"
"2349","Abubakar","Nurmagomedov","",71,170,72,"Orthodox",15,3,1,19,"Orthodox"
"2350","Umar","Nurmagomedov","",68,135,NA,"Orthodox",13,0,0,13,"Orthodox"
"2351","Kennedy","Nzechukwu","African Savage",77,205,83,"Southpaw",8,1,0,9,"Southpaw"
"2352","Jake","O'Brien","Irish",75,205,76,"Orthodox",15,4,0,19,"Orthodox"
"2353","TJ","O'Brien","The Spider",74,155,NA,"Orthodox",20,8,0,28,"Orthodox"
"2354","Sean","O'Connell","The Real OC",73,205,74,"Orthodox",17,9,0,26,"Orthodox"
"2355","Dan","O'Connor","Johnny Irish",64,115,NA,NA,6,6,0,12,NA
"2356","Sean","O'Haire","",77,270,NA,"Orthodox",4,2,0,6,"Orthodox"
"2357","Sean","O'Malley","Sugar",71,135,72,"Switch",12,1,0,13,"Mixed"
"2358","Jeremiah","O'Neal","",68,260,NA,NA,13,25,0,38,NA
"2359","Chuck","O'Neil","Cold Steel",74,170,NA,NA,17,9,0,26,NA
"2360","Casey","O'Neill","King",66,125,69,NA,6,0,0,6,NA
"2361","Brendan","O'Reilly","Badger",67,170,69,"Orthodox",6,3,0,9,"Orthodox"
"2362","Takahiro","Oba","",68,200,NA,"Southpaw",5,7,1,13,"Southpaw"
"2363","Nobuhiro","Obiya","",68,145,NA,"Orthodox",12,5,1,18,"Orthodox"
"2364","Christian","Ocon","",68,135,69,"Orthodox",2,1,0,3,"Orthodox"
"2365","Richard","Odoms","The Black Eagle",77,265,NA,"Orthodox",13,3,0,16,"Orthodox"
"2366","Volkan","Oezdemir","No Time",74,205,75,"Orthodox",17,5,0,22,"Orthodox"
"2367","Naoya","Ogawa","",76,255,NA,"Orthodox",7,2,0,9,"Orthodox"
"2368","Andy","Ogle","The Little Axe",68,145,69,"Orthodox",9,6,0,15,"Orthodox"
"2369","Michiyoshi","Ohara","",70,205,NA,"Orthodox",0,2,0,2,"Orthodox"
"2370","Koji","Oishi","",68,170,NA,"Orthodox",25,10,10,45,"Orthodox"
"2371","Takayuki","Okada","Giant Ochiai",73,290,NA,"Orthodox",3,3,2,8,"Orthodox"
"2372","Yushin","Okami","Thunder",74,170,75,"Southpaw",34,12,0,46,"Southpaw"
"2373","JJ","Okanovich","The Bosnian Bomber",71,155,76,"Orthodox",7,1,0,8,"Orthodox"
"2374","Kazuki","Okubo","",71,175,NA,"Orthodox",7,9,0,16,"Orthodox"
"2375","Masakatsu","Okuda","",NA,NA,NA,NA,8,5,0,13,NA
"2376","Aleksei","Oleinik","The Boa Constrictor",74,240,80,"Orthodox",59,15,1,75,"Orthodox"
"2377","Michal","Oleksiejczuk","Lord",72,205,74,"Southpaw",14,4,0,18,"Southpaw"
"2378","Rafaello","Oliveira","Tractor",68,155,71,"Orthodox",17,8,0,25,"Orthodox"
"2379","Charles","Oliveira","Do Bronx",70,155,74,"Orthodox",30,8,0,38,"Orthodox"
"2380","Jorge","Oliveira","",73,205,NA,NA,5,3,1,9,NA
"2381","Ednaldo","Oliveira","Lula",77,205,NA,"Orthodox",17,3,1,21,"Orthodox"
"2382","Alex","Oliveira","Cowboy",71,170,76,"Orthodox",22,9,1,32,"Orthodox"
"2383","Bruno","Oliveira","",76,205,80,"Orthodox",8,2,0,10,"Orthodox"
"2384","Wendell","Oliveira Marques","The Machine",70,170,NA,"Orthodox",29,10,0,39,"Orthodox"
"2385","Felipe","Olivieri","",69,155,NA,"Orthodox",14,5,0,19,"Orthodox"
"2386","Andy","Ologun","",72,154,NA,"Orthodox",3,1,0,4,"Orthodox"
"2387","Shana","Olsen","Rock Solid",67,145,NA,NA,5,2,0,7,NA
"2388","Casey","Olson","The Underdog",67,145,NA,"Orthodox",14,5,0,19,"Orthodox"
"2389","Dennis","Olson","",72,170,NA,NA,14,11,0,25,NA
"2390","Cameron","Olson","Cap'n Crunch",73,205,75,"Orthodox",7,3,0,10,"Orthodox"
"2391","Alan","Omer","",70,145,NA,"Orthodox",20,5,0,25,"Orthodox"
"2392","Daniel","Omielanczuk","",72,247,74,"Southpaw",19,8,1,28,"Southpaw"
"2393","Michihiro","Omigawa","",66,145,68,"Orthodox",17,14,1,32,"Orthodox"
"2394","Charlie","Ontiveros","American Bad Boy",74,185,78,"Switch",11,7,0,18,"Mixed"
"2395","Chibwikem","Onyenegecha","",75,185,NA,"Orthodox",5,0,0,5,"Orthodox"
"2396","Sam","Oropeza","",74,170,NA,NA,13,3,0,16,NA
"2397","Brian","Ortega","T-City",68,145,69,"Switch",15,1,0,16,"Mixed"
"2398","Tito","Ortiz","The People's Champ",75,205,74,"Orthodox",19,12,1,32,"Orthodox"
"2399","Jorge","Ortiz","The Naked Man",72,185,NA,"Orthodox",18,9,1,28,"Orthodox"
"2400","Dustin","Ortiz","",65,125,65,"Orthodox",19,8,0,27,"Orthodox"
"2401","Kenji","Osawa","",67,135,66,"Orthodox",20,11,2,33,"Orthodox"
"2402","Ode","Osbourne","The Jamaican Sensation",67,145,73,"Southpaw",9,3,0,12,"Southpaw"
"2403","Kurt","Osiander","",NA,185,NA,NA,4,1,0,5,NA
"2404","Nick","Osipczak","",74,170,76,"Orthodox",6,3,0,9,"Orthodox"
"2405","Nissen","Osterneck","",74,185,NA,"Orthodox",12,4,0,16,"Orthodox"
"2406","Rachael","Ostovich","",63,125,62,"Orthodox",4,6,0,10,"Orthodox"
"2407","Pedro","Otavio","Te Pedro",75,245,NA,"Orthodox",19,8,0,27,"Orthodox"
"2408","Alexander","Otsuka","The Diet Butcher",73,205,NA,"Orthodox",5,13,0,18,"Orthodox"
"2409","Takafumi","Otsuka","",66,139,NA,"Orthodox",22,13,2,37,"Orthodox"
"2410","Zak","Ottow","The Barbarian",71,170,72,"Orthodox",17,7,0,24,"Orthodox"
"2411","Artur","Oumakhanov","",67,154,NA,"Orthodox",9,6,0,15,"Orthodox"
"2412","Sidney","Outlaw","",68,170,74,"Orthodox",8,4,0,12,"Orthodox"
"2413","Alistair","Overeem","The Demolition Man",76,265,80,"Orthodox",47,19,0,66,"Orthodox"
"2414","Valentijn","Overeem","",75,230,NA,"Orthodox",30,32,0,62,"Orthodox"
"2415","Craig","Oxley","",69,155,NA,NA,0,3,0,3,NA
"2416","Shungo","Oyama","",71,185,NA,"Southpaw",14,19,0,33,"Southpaw"
"2417","Alptekin","Ozkilic","The Turkish Delight",65,125,65,"Orthodox",9,5,0,14,"Orthodox"
"2418","Raquel","Pa'aluhi","Rocky",67,135,NA,NA,6,5,0,11,NA
"2419","Nick","Pace","",67,135,68,"Orthodox",8,3,0,11,"Orthodox"
"2420","Larissa","Pacheco","",67,135,NA,"Orthodox",10,2,0,12,"Orthodox"
"2421","Teemu","Packalen","Pacu",73,155,75,"Orthodox",8,3,0,11,"Orthodox"
"2422","George","Pacurariu","Constantine",67,135,NA,NA,10,5,0,15,NA
"2423","Cyrillo","Padilha","",71,155,NA,NA,3,3,0,6,NA
"2424","Gary","Padilla","",71,205,NA,NA,12,6,0,18,NA
"2425","Damacio","Page","The Angel of Death",66,135,66,"Orthodox",19,10,0,29,"Orthodox"
"2426","Michael","Page","Venom",74,170,NA,NA,12,0,0,12,NA
"2427","Dustin","Pague","The Disciple",69,135,74,"Orthodox",12,11,0,23,"Orthodox"
"2428","Josh","Paiva","",66,125,NA,NA,8,2,0,10,NA
"2429","Raulian","Paiva","",68,125,69,"Orthodox",20,3,0,23,"Orthodox"
"2430","Dinis","Paiva Jr.","Sweetbread",69,145,71,"Southpaw",13,8,0,21,"Southpaw"
"2431","Fredson","Paixao","",66,145,66,"Orthodox",10,5,0,15,"Orthodox"
"2432","Jose","Palacios","",69,145,NA,"Orthodox",3,2,0,5,"Orthodox"
"2433","Ricky","Palacios","El Gallero",66,145,NA,"Orthodox",10,1,0,11,"Orthodox"
"2434","Bart","Palaszewski","Bartimus",69,145,70,"Orthodox",36,17,0,53,"Orthodox"
"2435","Sasha","Palatnikov","",73,170,72,"Switch",6,2,0,8,"Mixed"
"2436","Soa","Palelei","The Hulk",76,265,81,"Orthodox",22,5,0,27,"Orthodox"
"2437","Rousimar","Palhares","Toquinho",68,170,71,"Orthodox",19,8,0,27,"Orthodox"
"2438","Tulio","Palhares","",NA,180,NA,NA,2,16,0,18,NA
"2439","Stephen","Palling","Bozo",64,143,NA,NA,11,7,1,19,NA
"2440","Eduardo","Pamplona","",71,170,NA,NA,16,4,0,20,NA
"2441","Alexandre","Pantoja","The Cannibal",65,125,67,"Orthodox",23,5,0,28,"Orthodox"
"2442","Jared","Papazian","The Jackhammer",68,135,67,"Southpaw",20,13,0,33,"Southpaw"
"2443","Joe","Pardo","",73,210,NA,"Southpaw",4,6,0,10,"Southpaw"
"2444","Bryan","Pardoe","Pain Inducer",73,205,NA,"Orthodox",13,16,0,29,"Orthodox"
"2445","Remco","Pardoel","Grizzly",75,260,NA,"Southpaw",9,6,1,16,"Southpaw"
"2446","Ido","Pariente","",68,155,NA,"Orthodox",13,6,0,19,"Orthodox"
"2447","Josh","Parisian","",76,265,79,"Orthodox",13,4,0,17,"Orthodox"
"2448","Karo","Parisyan","The Heat",70,170,72,"Orthodox",24,11,0,35,"Orthodox"
"2449","Won Sik","Park","Parky",71,154,NA,"Orthodox",11,7,1,19,"Orthodox"
"2450","Junyong","Park","The Iron Turtle",70,185,73,"Orthodox",12,4,0,16,"Orthodox"
"2451","Harvey","Park","Fightbot",72,155,70,"Orthodox",12,3,0,15,"Orthodox"
"2452","Norman","Parke","Stormin'",71,155,70,"Southpaw",23,6,1,30,"Southpaw"
"2453","Ryan","Parker","",75,235,NA,"Southpaw",0,1,0,1,"Southpaw"
"2454","Larry","Parker","",71,205,NA,"Orthodox",13,6,1,20,"Orthodox"
"2455","Tyra","Parker","",65,115,NA,"Orthodox",4,5,0,9,"Orthodox"
"2456","Willie","Parks","Slick",70,185,NA,NA,5,2,0,7,NA
"2457","Jordan","Parsons","Pretty Boy",69,145,NA,NA,11,2,0,13,NA
"2458","Onassis","Parungao","",71,200,NA,NA,2,1,0,3,NA
"2459","Jhonoven","Pati","The Samoan Savage",73,185,75,"Switch",6,4,0,10,"Mixed"
"2460","Jorge","Patino","Macaco",68,170,NA,"Orthodox",38,19,2,59,"Orthodox"
"2461","Russell","Patrick","",69,145,NA,NA,6,4,0,10,NA
"2462","Claude","Patrick","The Prince",71,170,75,"Orthodox",14,2,0,16,"Orthodox"
"2463","Alan","Patrick","Nuguette",71,155,74,"Southpaw",15,3,0,18,"Southpaw"
"2464","Michael","Patt","",72,205,NA,"Orthodox",12,4,0,16,"Orthodox"
"2465","Justin","Patterson","The Tactician",70,170,NA,NA,9,3,0,12,NA
"2466","Julio","Paulino","The Dominican Demon",72,170,NA,"Orthodox",23,5,0,28,"Orthodox"
"2467","Sergei","Pavlovich","",75,257,84,"Southpaw",14,1,0,15,"Southpaw"
"2468","Pawel","Pawlak","",72,170,73,"Orthodox",12,3,0,15,"Orthodox"
"2469","Estevan","Payan","El Terrible",70,145,NA,"Orthodox",16,12,0,28,"Orthodox"
"2470","Sarah","Payant","Soulja",64,115,NA,NA,1,4,0,5,NA
"2471","Roland","Payne","",69,205,NA,"Orthodox",0,1,0,1,"Orthodox"
"2472","Jonathan","Pearce","JSP",72,145,71,"Switch",10,4,0,14,"Mixed"
"2473","Joe","Pearson","The Triangular Strangler",70,145,NA,"Orthodox",45,30,1,76,"Orthodox"
"2474","Ross","Pearson","The Real Deal",68,155,69,"Orthodox",20,16,0,36,"Orthodox"
"2475","Andre","Pederneiras","",68,155,NA,"Orthodox",1,1,2,4,"Orthodox"
"2476","Carlo","Pedersoli Jr.","Semento",71,170,75,"Southpaw",11,3,0,14,"Southpaw"
"2477","Matt","Pedro","",NA,NA,NA,NA,3,1,0,4,NA
"2478","Tyson","Pedro","",75,205,79,"Orthodox",7,3,0,10,"Orthodox"
"2479","Willie","Peeters","",69,220,NA,"Orthodox",9,10,1,20,"Orthodox"
"2480","Filip","Pejic","",68,135,NA,"Orthodox",12,2,2,16,"Orthodox"
"2481","Kurt","Pellegrino","Batman",68,155,70,"Orthodox",16,7,0,23,"Orthodox"
"2482","Yan","Pellerin","Wild Thing",71,205,NA,"Orthodox",11,13,0,24,"Orthodox"
"2483","Julianna","Pena","The Venezuelan Vixen",66,135,69,"Orthodox",11,4,0,15,"Orthodox"
"2484","Luis","Pena","Violent Bob Ross",75,155,75,"Southpaw",8,3,0,11,"Southpaw"
"2485","Sherman","Pendergarst","The Tank",73,235,NA,"Orthodox",11,18,0,29,"Orthodox"
"2486","Drew","Pendleton","",NA,145,NA,NA,5,0,0,5,NA
"2487","Cathal","Pendred","The Punisher",73,170,75,"Orthodox",17,4,1,22,"Orthodox"
"2488","BJ","Penn","The Prodigy",69,155,70,"Orthodox",16,14,2,32,"Orthodox"
"2489","Jessica","Penne","",65,115,67,"Orthodox",12,6,0,18,"Orthodox"
"2490","Nick","Penner","The Quiet Assassin",76,205,NA,"Southpaw",11,3,0,14,"Southpaw"
"2491","Justin","Pennington","",64,NA,NA,NA,3,3,0,6,NA
"2492","Raquel","Pennington","Rocky",67,135,67,"Orthodox",11,9,0,20,"Orthodox"
"2493","Jerron","Peoples","",72,170,NA,NA,4,3,0,7,NA
"2494","Godofredo","Pepey","",67,145,73,"Orthodox",13,6,0,19,"Orthodox"
"2495","Ray","Perales","Relentless",70,170,NA,"Orthodox",13,22,0,35,"Orthodox"
"2496","Robert","Peralta","Problems",68,145,71,"Orthodox",18,8,0,26,"Orthodox"
"2497","Viviane","Pereira","Sucuri",61,115,63,"Orthodox",13,2,0,15,"Orthodox"
"2498","Michel","Pereira","Demolidor",73,170,73,"Orthodox",25,11,0,36,"Orthodox"
"2499","Alex","Pereira","Poatan",NA,185,NA,NA,2,1,0,3,NA
"2500","Daniel","Pereira","Gaucho",70,185,NA,NA,9,2,0,11,NA
"2501","Rolando","Perez","",68,135,NA,"Orthodox",7,5,2,14,"Orthodox"
"2502","Philip","Perez","",65,155,NA,"Southpaw",7,5,1,13,"Southpaw"
"2503","Erik","Perez","Goyito",68,135,68,"Orthodox",17,6,0,23,"Orthodox"
"2504","Alejandro","Perez","Turbo",66,145,67,"Orthodox",22,8,1,31,"Orthodox"
"2505","Frankie","Perez","",71,155,73,"Orthodox",10,4,0,14,"Orthodox"
"2506","Jose","Perez","",NA,NA,NA,NA,1,0,0,1,NA
"2507","Alex","Perez","",66,125,65,"Orthodox",24,6,0,30,"Orthodox"
"2508","Markus","Perez","Maluko",73,185,73,"Orthodox",12,5,0,17,"Orthodox"
"2509","Anthony","Perosh","The Hippo",75,205,75,"Orthodox",15,10,0,25,"Orthodox"
"2510","Thiago","Perpetuo","Bodao",70,170,NA,"Orthodox",9,4,1,14,"Orthodox"
"2511","Hernani","Perpetuo","",72,170,NA,"Orthodox",18,5,0,23,"Orthodox"
"2512","Jay","Perrin","",67,135,69,"Switch",5,4,0,9,"Mixed"
"2513","Mike","Perry","Platinum",70,170,71,"Orthodox",14,7,0,21,"Orthodox"
"2514","Raphael","Pessoa","Bebezao",75,262,78,"Orthodox",10,2,0,12,"Orthodox"
"2515","Viktor","Pesta","",75,240,77,"Orthodox",10,4,0,14,"Orthodox"
"2516","Leiticia","Pestova","",66,135,NA,"Orthodox",0,2,0,2,"Orthodox"
"2517","Tony","Petarra","",71,196,NA,"Orthodox",2,3,1,6,"Orthodox"
"2518","Tommy","Petersen","",NA,155,NA,NA,2,3,0,5,NA
"2519","Cory","Peterson","LA Giant",83,400,NA,"Orthodox",2,1,0,3,"Orthodox"
"2520","Steven","Peterson","Ocho",70,145,70,"Orthodox",18,9,0,27,"Orthodox"
"2521","Seth","Petruzelli","The Silverback",72,205,76,"Orthodox",14,8,0,22,"Orthodox"
"2522","Peter","Petties","The Joker",71,145,72,"Southpaw",5,3,0,8,"Southpaw"
"2523","Anthony","Pettis","Showtime",70,155,72,"Orthodox",24,10,0,34,"Orthodox"
"2524","Sergio","Pettis","",66,125,69,"Orthodox",18,5,0,23,"Orthodox"
"2525","Forrest","Petz","The Meat Cleaver",69,170,71,"Orthodox",26,10,0,36,"Orthodox"
"2526","Dino","Pezao","",NA,205,NA,"Orthodox",1,3,0,4,"Orthodox"
"2527","Cody","Pfister","The Fist",70,155,73,"Orthodox",13,6,1,20,"Orthodox"
"2528","Nam","Phan","",66,135,70,"Orthodox",21,17,0,38,"Orthodox"
"2529","Constantinos","Philippou","",71,185,73,"Orthodox",13,5,0,18,"Orthodox"
"2530","Wayne","Phillips","",NA,185,NA,NA,7,7,0,14,NA
"2531","Dave","Phillips","The Rockstar",72,185,NA,"Orthodox",13,7,0,20,"Orthodox"
"2532","Aaron","Phillips","The Dragon",69,135,71,"Southpaw",12,4,0,16,"Southpaw"
"2533","Elizabeth","Phillips","",66,135,65,"Orthodox",6,6,0,12,"Orthodox"
"2534","John","Phillips","The Welsh Wrecking Machine",71,185,75,"Southpaw",22,11,0,33,"Southpaw"
"2535","Kyler","Phillips","The Matrix",68,135,72,"Orthodox",9,1,0,10,"Orthodox"
"2536","Nick","Pica","The Silverback",70,185,NA,NA,5,1,0,6,NA
"2537","Adam","Piccolotti","",71,155,NA,NA,9,0,0,9,NA
"2538","Vinc","Pichel","From Hell",70,155,72,"Orthodox",13,2,0,15,"Orthodox"
"2539","Brad","Pickett","One Punch",66,135,68,"Orthodox",25,14,0,39,"Orthodox"
"2540","Jamie","Pickett","The Night Wolf",74,185,80,"Orthodox",11,5,0,16,"Orthodox"
"2541","Oskar","Piechota","Imadlo",72,185,76,"Southpaw",11,3,1,15,"Southpaw"
"2542","Nick","Piedmont","No Limit",70,145,NA,NA,12,7,1,20,NA
"2543","Mike","Pierce","",68,170,71,"Orthodox",17,7,0,24,"Orthodox"
"2544","Joao","Pierini","",73,155,NA,"Switch",4,1,0,5,"Mixed"
"2545","Sean","Pierson","The Punisher",72,170,76,"Southpaw",14,6,0,20,"Southpaw"
"2546","Domingo","Pilarte","Son of Fire",72,135,73,"Southpaw",8,2,0,10,"Southpaw"
"2547","Daniel","Pineda","The Pit",67,145,69,"Orthodox",27,14,0,41,"Orthodox"
"2548","Jesus","Pinedo","El Mudo",70,155,NA,"Southpaw",16,5,1,22,"Southpaw"
"2549","Pingyuan","Liu","",66,135,72,"Orthodox",13,7,0,20,"Orthodox"
"2550","Luana","Pinheiro","",62,115,62,"Orthodox",8,1,0,9,"Orthodox"
"2551","Gaetano","Pirrello","El Tigre",67,135,NA,"Orthodox",15,6,1,22,"Orthodox"
"2552","Maki","Pitolo","Coconut Bombz",70,185,75,"Orthodox",13,8,0,21,"Orthodox"
"2553","Dmitry","Poberezhets","",75,237,NA,NA,24,5,1,30,NA
