"","first_name","last_name","nickname","height_inches","weight_lb","armspan_inches","stance","wins","losses","draws","total_fights","stance2"
"1940","Jacob","Malkoun","Mamba",69,185,73,"Orthodox",4,1,0,5,"Orthodox"
"1941","Mike","Malott","The Main Attraction",72,145,NA,NA,5,1,1,7,NA
"1942","Troy","Mandaloniz","Rude Boy",69,170,NA,"Orthodox",3,2,0,5,"Orthodox"
"1943","Nate","Maness","Mayhem",70,135,72,"Orthodox",13,1,0,14,"Orthodox"
"1944","Michael","Mangan","",NA,155,NA,NA,0,3,0,3,NA
"1945","Gary","Mangat","",67,135,NA,NA,15,3,0,18,NA
"1946","Melvin","Manhoef","No Mercy",69,185,NA,"Orthodox",30,14,1,45,"Orthodox"
"1947","Melchor","Manibusan","Barracuda",65,154,NA,"Southpaw",2,4,0,6,"Southpaw"
"1948","Jon","Manley","",73,170,NA,"Orthodox",9,4,0,13,"Orthodox"
"1949","Steve","Mann","",73,170,NA,NA,12,5,0,17,NA
"1950","Chris","Manuel","",69,135,NA,"Orthodox",9,7,2,18,"Orthodox"
"1951","Jimi","Manuwa","Poster Boy",73,205,79,"Orthodox",17,6,0,23,"Orthodox"
"1952","Cristiano","Marcello","",69,155,72,"Orthodox",13,6,0,19,"Orthodox"
"1953","Jose","Maria","No Chance",65,125,NA,"Orthodox",37,7,0,44,"Orthodox"
"1954","Marcos","Mariano","Dhalsim",73,155,76,"Switch",6,6,0,12,"Mixed"
"1955","Enrique","Marin","Wasabi",70,170,NA,NA,10,4,0,14,NA
"1956","Ronny","Markes","",73,185,75,"Orthodox",17,5,0,22,"Orthodox"
"1957","Rory","Markham","",72,170,71,"Orthodox",17,6,0,23,"Orthodox"
"1958","Randa","Markos","Quiet Storm",64,115,63,"Orthodox",10,11,1,22,"Orthodox"
"1959","Christina","Marks","",67,125,69,"Orthodox",8,9,0,17,"Orthodox"
"1960","Nate","Marquardt","The Great",72,185,74,"Orthodox",35,19,2,56,"Orthodox"
"1961","Danilo","Marques","",78,205,77,"Orthodox",11,2,0,13,"Orthodox"
"1962","Julian","Marquez","The Cuban Missile Crisis",74,185,72,"Orthodox",8,2,0,10,"Orthodox"
"1963","Carmelo","Marrero","The Fury",72,205,73,"Orthodox",16,6,0,22,"Orthodox"
"1964","Cesar","Marscucci","",NA,NA,NA,NA,3,2,0,5,NA
"1965","John","Marsh","",72,265,NA,"Orthodox",8,7,0,15,"Orthodox"
"1966","CJ","Marsh","",NA,NA,NA,NA,5,7,0,12,NA
"1967","Eliot","Marshall","Fire",74,205,77,"Orthodox",10,4,0,14,"Orthodox"
"1968","Doug","Marshall","The Rhino",70,205,NA,"Orthodox",18,8,0,26,"Orthodox"
"1969","David","Marshall","",74,170,NA,NA,8,4,0,12,NA
"1970","Jack","Marshman","The Hammer",72,185,73,"Orthodox",23,10,0,33,"Orthodox"
"1971","Terry","Martin","",68,185,71,"Orthodox",23,11,0,34,"Orthodox"
"1972","Eric","Martin","",NA,NA,NA,NA,0,1,0,1,NA
"1973","Justin","Martin","",72,185,NA,NA,4,3,0,7,NA
"1974","Dave","Martin","",72,205,NA,NA,0,2,0,2,NA
"1975","Joe","Martin","",69,170,NA,NA,6,8,0,14,NA
"1976","Anthony Rocco","Martin","",72,170,73,"Orthodox",17,6,0,23,"Orthodox"
"1977","Mallory","Martin","",64,115,63,"Orthodox",7,4,0,11,"Orthodox"
"1978","Michal","Martinek","",74,230,NA,"Southpaw",7,1,0,8,"Southpaw"
"1979","Rainy","Martinez","",72,199,NA,"Orthodox",0,2,0,2,"Orthodox"
"1980","Danny","Martinez","The Gremlin",66,125,67,"Orthodox",21,8,0,29,"Orthodox"
"1981","Alonzo","Martinez","Zo Diddy",70,155,NA,NA,42,20,1,63,NA
"1982","Henry","Martinez","Sicario",67,155,69,"Southpaw",9,4,0,13,"Southpaw"
"1983","Jonathan","Martinez","Dragon",68,145,70,"Southpaw",13,3,0,16,"Southpaw"
"1984","Poppies","Martinez","The Tachi Kid",69,145,NA,NA,29,11,0,40,NA
"1985","Andrew","Martinez","Mickey D",69,215,NA,NA,9,6,0,15,NA
"1986","Mana","Martinez","ManaBoi",70,135,70,"Orthodox",6,2,0,8,"Orthodox"
"1987","Victor","Martinez","The Brick",70,155,NA,NA,12,4,0,16,NA
"1988","Roque","Martinez","",70,250,72,"Orthodox",15,7,2,24,"Orthodox"
"1989","Wagner da Conceicao","Martins","Zuluzinho",79,390,NA,"Orthodox",9,8,0,17,"Orthodox"
"1990","Adriano","Martins","",70,155,72,"Southpaw",28,9,0,37,"Southpaw"
"1991","Lucas","Martins","Mineiro",72,145,72,"Southpaw",19,3,0,22,"Southpaw"
"1992","Max","Martyniouk","Payne",NA,155,NA,NA,1,1,0,2,NA
"1993","Bristol","Marunde","",73,170,75,"Orthodox",16,10,0,26,"Orthodox"
"1994","Shoji","Maruyama","",67,139,NA,"Orthodox",12,9,1,22,"Orthodox"
"1995","Mike","Massenzio","The Master of Disaster",74,185,73,"Southpaw",13,9,0,22,"Southpaw"
"1996","Jameel","Massouh","",70,145,72,"Orthodox",26,9,0,35,"Orthodox"
"1997","Tiffany","Masters","Rainbow Renegade",63,115,65,"Orthodox",2,1,0,3,"Orthodox"
"1998","Jorge","Masvidal","Gamebred",71,170,74,"Orthodox",35,14,0,49,"Orthodox"
"1999","Al","Matavao","Sweetness",68,205,67,"Orthodox",8,3,0,11,"Orthodox"
"2000","Tateki","Matsuda","Tech",67,125,NA,"Orthodox",13,8,0,21,"Orthodox"
"2001","Daijiro","Matsui","",69,200,NA,"Orthodox",13,29,7,49,"Orthodox"
"2002","Koichiro","Matsumoto","",67,145,NA,NA,15,3,1,19,NA
"2003","Naoki","Matsushita","",66,155,NA,"Orthodox",12,16,11,39,"Orthodox"
"2004","AJ","Matthews","",71,185,NA,NA,8,7,0,15,NA
"2005","Jake","Matthews","The Celtic Kid",71,170,73,"Orthodox",17,5,0,22,"Orthodox"
"2006","Claudio","Mattos","Popeye",NA,185,NA,"Orthodox",5,4,0,9,"Orthodox"
"2007","John","Matua","",74,400,NA,"Orthodox",1,4,0,5,"Orthodox"
"2008","Francesco","Maturi","",NA,NA,NA,NA,0,1,0,1,NA
"2009","Vladimir","Matyushenko","The Janitor",72,205,74,"Orthodox",27,8,0,35,"Orthodox"
"2010","Miranda","Maverick","Fear The",63,125,65,"Southpaw",10,2,0,12,"Southpaw"
"2011","Nick","Maximov","",72,220,76,"Southpaw",6,0,0,6,"Southpaw"
"2012","Elaina","Maxwell","Beef",68,145,NA,"Orthodox",7,4,0,11,"Orthodox"
"2013","Jeremy","May","",73,185,NA,NA,13,10,0,23,NA
"2014","Jack","May","The Outlaw",80,255,NA,"Switch",9,3,0,12,"Mixed"
"2015","Don'Tale","Mayes","Lord Kong",78,260,81,"Orthodox",8,4,0,12,"Orthodox"
"2016","Gray","Maynard","",69,155,70,"Orthodox",13,7,1,21,"Orthodox"
"2017","Brooke","Mayo","The Bully",67,125,NA,NA,0,1,0,1,NA
"2018","Gina","Mazany","Danger",66,125,68,"Southpaw",7,4,0,11,"Southpaw"
"2019","Sabina","Mazo","Colombian Queen",67,135,70,"Orthodox",9,2,0,11,"Orthodox"
"2020","Scott","McAfee","",68,155,NA,"Orthodox",14,7,0,21,"Orthodox"
"2021","Bobby","McAndrews","",NA,NA,NA,"Orthodox",1,3,0,4,"Orthodox"
"2022","Michael","McBride","",73,155,NA,"Orthodox",8,3,0,11,"Orthodox"
"2023","Ian","McCall","Uncle Creepy",65,125,64,"Orthodox",13,5,1,19,"Orthodox"
"2024","Molly","McCann","Meatball",64,125,62,"Orthodox",10,4,0,14,"Orthodox"
"2025","Charles","McCarthy","Chainsaw",70,185,71,"Orthodox",10,5,0,15,"Orthodox"
"2026","Sean","McCorkle","",79,265,81,"Orthodox",17,7,0,24,"Orthodox"
"2027","Kris","McCray","Savage",72,170,76,"Orthodox",8,5,0,13,"Orthodox"
"2028","Tamdan","McCrory","The Barncat",76,185,76,"Switch",14,5,0,19,"Mixed"
"2029","Rob","McCullough","Razor",69,155,69,"Orthodox",19,8,0,27,"Orthodox"
"2030","Justin","McCully","The Insane One",73,225,73,"Orthodox",11,5,2,18,"Orthodox"
"2031","Robert","McDaniel","Bubba",75,185,75,"Southpaw",28,10,0,38,"Southpaw"
"2032","Michael","McDonald","The Black Sniper",71,205,NA,"Orthodox",1,1,0,2,"Orthodox"
"2033","Scott","McDonald","",NA,NA,NA,NA,1,0,0,1,NA
"2034","Michael","McDonald","Mayday",69,135,70,"Orthodox",17,4,0,21,"Orthodox"
"2035","Josh","McDonald","",NA,185,NA,NA,9,5,0,14,NA
"2036","Miles","McDonald","",67,115,NA,NA,2,1,0,3,NA
"2037","Justin","McElfresh","",78,205,NA,"Orthodox",6,4,0,10,"Orthodox"
"2038","Drew","McFedries","The Massacre",72,185,72,"Southpaw",12,7,0,19,"Southpaw"
"2039","Liam","McGeary","",78,205,NA,NA,12,2,0,14,NA
"2040","Gan","McGee","The Giant",82,265,NA,"Orthodox",13,5,0,18,"Orthodox"
"2041","Court","McGee","The Crusher",71,170,75,"Orthodox",20,10,0,30,"Orthodox"
"2042","Ryan","McGillivray","The Kid",71,170,NA,NA,12,0,1,13,NA
"2043","Ryan","McGivern","",72,185,NA,"Orthodox",13,7,0,20,"Orthodox"
"2044","Jack","McGlaughlin","",NA,NA,NA,"Orthodox",1,4,0,5,"Orthodox"
"2045","Conor","McGregor","The Notorious",69,155,74,"Southpaw",22,5,0,27,"Southpaw"
"2046","Greg","McIntyre","",70,155,NA,"Orthodox",6,4,0,10,"Orthodox"
"2047","Antonio","McKee","Mandingo",68,155,NA,"Southpaw",29,6,2,37,"Southpaw"
"2048","AJ","McKee","Mercenary",70,145,NA,NA,8,0,0,8,NA
"2049","Rhys","McKee","Skeletor",74,170,78,"Orthodox",10,4,1,15,"Orthodox"
"2050","Cory","McKenna","The Hobbit",63,115,58,"Orthodox",6,1,0,7,"Orthodox"
"2051","Tim","McKenzie","",72,185,74,"Orthodox",14,9,0,23,"Orthodox"
"2052","Cody","McKenzie","",72,155,72,"Switch",16,10,0,26,"Mixed"
"2053","Terrance","McKinney","",71,145,74,"Switch",4,2,0,6,"Mixed"
"2054","Brian","McLaughlin","",69,155,NA,NA,6,2,0,8,NA
"2055","Jason","McLean","",65,145,NA,NA,6,7,0,13,NA
"2056","Garreth","McLellan","Soldier Boy",73,185,72,"Southpaw",13,6,0,19,"Southpaw"
"2057","Sara","McMann","",66,135,66,"Orthodox",12,6,0,18,"Orthodox"
"2058","James","McSweeney","The Hammer",76,230,77,"Switch",15,15,0,30,"Mixed"
"2059","Charles","McTorry","",NA,NA,NA,NA,3,0,0,3,NA
"2060","Daniel","McWilliams","The Animal",73,185,NA,NA,15,37,0,52,NA
"2061","Tim","Means","The Dirty Bird",74,170,75,"Orthodox",31,12,1,44,"Orthodox"
"2062","Yancy","Medeiros","",70,155,75,"Orthodox",15,7,0,22,"Orthodox"
"2063","Anistavio","Medeiros","Gasparzinho",66,145,NA,"Orthodox",19,10,0,29,"Orthodox"
"2064","Kaline","Medeiros","The Dark Angel",63,115,NA,NA,8,5,0,13,NA
"2065","Uros","Medic","The Doctor",73,155,71,"Southpaw",7,0,0,7,"Southpaw"
"2066","Todd","Medina","El Tiburon",70,193,NA,"Southpaw",11,9,0,20,"Southpaw"
"2067","Jason","Medina","",69,180,NA,NA,21,15,1,37,NA
"2068","Emil","Meek","Valhalla",71,170,74,"Switch",9,5,1,15,"Mixed"
"2069","Sanford Alton","Meeks","",77,265,75,"Orthodox",1,1,0,2,"Orthodox"
"2070","Gerald","Meerschaert","GM3",73,185,77,"Southpaw",31,14,0,45,"Southpaw"
"2071","Frank","Megallon","",70,185,NA,"Southpaw",2,3,0,5,"Southpaw"
"2072","Derrick","Mehmen","Caveman",76,205,NA,NA,19,9,0,28,NA
"2073","Miika","Mehmet","",NA,205,NA,"Orthodox",3,5,0,8,"Orthodox"
"2074","Jordan","Mein","Young Gun",72,170,73,"Orthodox",31,12,0,43,"Orthodox"
"2075","Bryce","Mejia","",73,170,NA,NA,3,1,0,4,NA
"2076","Brian","Melancon","",68,170,NA,"Orthodox",7,3,0,10,"Orthodox"
"2077","Brandon","Melendez","The Murderer",71,155,NA,"Southpaw",25,25,0,50,"Southpaw"
"2078","Gilbert","Melendez","El Nino",69,145,73,"Orthodox",22,8,0,30,"Orthodox"
"2079","Marcelo","Mello","",67,170,NA,"Southpaw",1,0,0,1,"Southpaw"
"2080","Fabio","Mello","",65,155,NA,"Southpaw",11,8,0,19,"Southpaw"
"2081","Vanessa","Melo","",65,135,65,"Orthodox",11,8,0,19,"Orthodox"
"2082","Antonio","Mendes","Samurai",75,205,77,"Southpaw",18,13,0,31,"Southpaw"
"2083","Chad","Mendes","Money",66,145,66,"Orthodox",18,5,0,23,"Orthodox"
"2084","Augusto","Mendes","Tanquinho",66,135,65,"Orthodox",6,2,0,8,"Orthodox"
"2085","Eddie","Mendez","",70,185,NA,NA,8,3,1,12,NA
"2086","Luis","Mendoza","",NA,155,NA,NA,0,1,0,1,NA
"2087","Pietro","Menga","",67,125,68,"Southpaw",13,0,0,13,"Southpaw"
"2088","Alonzo","Menifield","Atomic",72,205,76,"Orthodox",9,2,0,11,"Orthodox"
"2089","Ivan","Menjivar","The Pride of El Salvador",66,145,64,"Orthodox",25,12,0,37,"Orthodox"
"2090","Dave","Menne","The Warrior",70,170,NA,"Orthodox",45,17,2,64,"Orthodox"
"2091","Steve","Mensing","The Machine",71,185,NA,"Orthodox",9,13,2,24,"Orthodox"
"2092","Buck","Meredith","",74,185,NA,NA,3,3,0,6,NA
"2093","Adam","Meredith","",74,170,NA,NA,5,3,0,8,NA
"2094","Joe","Merritt","",72,170,NA,"Orthodox",7,2,0,9,"Orthodox"
"2095","Jeremiah","Metcalf","",73,185,NA,"Orthodox",13,7,0,20,"Orthodox"
"2096","Jonathan","Meunier","District",75,170,NA,"Switch",8,1,0,9,"Mixed"
"2097","Yaotzin","Meza","",69,145,71,"Orthodox",21,11,0,32,"Orthodox"
"2098","Guy","Mezger","",73,200,NA,"Orthodox",30,14,2,46,"Orthodox"
"2099","Brandon","Michaels","",69,185,NA,NA,4,14,0,18,NA
"2100","Andreas","Michailidis","The Spartan",72,185,76,"Orthodox",12,4,0,16,"Orthodox"
"2101","David","Michaud","BullDawg",69,155,NA,"Orthodox",11,3,0,14,"Orthodox"
"2102","Chris","Mickle","",69,145,NA,"Orthodox",30,21,2,53,"Orthodox"
"2103","Zachary","Micklewright","",72,155,74,"Southpaw",15,3,0,18,"Southpaw"
"2104","Kristof","Midoux","The Hurricane",73,220,NA,"Orthodox",6,10,0,16,"Orthodox"
"2105","Keith","Mielke","",68,185,NA,NA,0,5,0,5,NA
"2106","Chris","Mierzwiak","",73,185,NA,NA,5,3,0,8,NA
"2107","Gabriel","Miglioli","Biel",68,170,NA,NA,9,9,0,18,NA
"2108","Bojan","Mihajlovic","",71,205,73,"Orthodox",10,6,0,16,"Orthodox"
"2109","Billy","Miles","The Kid",70,170,NA,"Orthodox",2,2,0,4,"Orthodox"
"2110","Pat","Miletich","The Croatian Sensation",70,170,NA,"Orthodox",29,7,2,38,"Orthodox"
"2111","Curtis","Millender","Curtious",74,170,76,"Orthodox",17,5,0,22,"Orthodox"
"2112","Phillip","Miller","",71,185,NA,"Orthodox",16,0,0,16,"Orthodox"
"2113","Jason","Miller","Mayhem",73,185,NA,"Orthodox",23,10,0,33,"Orthodox"
"2114","Dan","Miller","",73,185,74,"Orthodox",14,8,0,22,"Orthodox"
"2115","Jim","Miller","A-10",68,155,71,"Southpaw",32,15,0,47,"Southpaw"
"2116","Cole","Miller","Magrinho",73,145,73,"Orthodox",21,11,0,32,"Orthodox"
"2117","Henry","Miller","Sentoryu",67,270,NA,"Southpaw",6,16,0,22,"Southpaw"
"2118","Micah","Miller","Maverick",72,145,NA,"Orthodox",20,8,0,28,"Orthodox"
"2119","Aaron","Miller","Blood Spiller",69,145,NA,NA,14,10,0,24,NA
"2120","Eddy","Millis","",73,185,NA,NA,0,2,0,2,NA
"2121","Che","Mills","Beautiful",73,170,76,"Orthodox",16,10,0,26,"Orthodox"
"2122","Adam","Milstead","The Prototype",75,205,76,"Orthodox",8,4,0,12,"Orthodox"
"2123","Alberto","Mina","Soldier of God",72,170,77,"Orthodox",13,1,0,14,"Orthodox"
"2124","Vitaly","Minakov","",74,249,NA,NA,20,0,0,20,NA
"2125","Darrick","Minner","",67,145,69,"Orthodox",26,11,0,37,"Orthodox"
"2126","Mike","Minniger","",NA,NA,NA,NA,0,0,0,0,NA
"2127","Ikuhisa","Minowa","Minowaman",69,181,NA,"Orthodox",60,42,8,110,"Orthodox"
"2128","Carlton","Minus","Clutch",70,170,75,"Orthodox",10,3,0,13,"Orthodox"
"2129","Stipe","Miocic","",76,240,80,"Orthodox",20,3,0,23,"Orthodox"
"2130","Frank","Mir","",75,264,79,"Southpaw",18,11,0,29,"Southpaw"
"2131","Juan","Miranda","",NA,155,NA,NA,7,5,0,12,NA
"2132","Mario","Miranda","",75,185,74,"Orthodox",14,7,0,21,"Orthodox"
"2133","Vitor","Miranda","Lex Luthor",73,185,77,"Orthodox",12,5,0,17,"Orthodox"
"2134","Damir","Mirenic","Wolf",72,185,NA,"Orthodox",9,4,0,13,"Orthodox"
"2135","Kazuo","Misaki","Hitman",68,183,NA,"Orthodox",25,11,2,38,"Orthodox"
"2136","Toby","Misech","2 Quick",68,145,NA,"Southpaw",9,5,0,14,"Southpaw"
"2137","Dokonjonosuke","Mishima","",67,155,NA,"Southpaw",21,7,2,30,"Southpaw"
"2138","Felix Lee","Mitchell","",NA,NA,NA,"Orthodox",2,7,0,9,"Orthodox"
"2139","David","Mitchell","Daudi",72,170,75,"Orthodox",22,7,0,29,"Orthodox"
"2140","Danny","Mitchell","The Cheesecake Assassin",74,170,NA,"Orthodox",19,9,1,29,"Orthodox"
"2141","Brad","Mitchell","",71,145,NA,NA,4,2,0,6,NA
"2142","Clay","Mitchell","",74,185,NA,NA,1,2,0,3,NA
"2143","Bryce","Mitchell","Thug Nasty",70,145,70,"Southpaw",14,1,0,15,"Southpaw"
"2144","Maurice","Mitchell","The AK Kid",69,145,NA,"Orthodox",11,2,0,13,"Orthodox"
"2145","Roman","Mitichyan","",70,170,NA,"Orthodox",8,3,0,11,"Orthodox"
"2146","Matt","Mitrione","",75,265,82,"Switch",12,5,0,17,"Mixed"
"2147","Eiji","Mitsuoka","",67,145,NA,"Southpaw",18,9,2,29,"Southpaw"
"2148","Hiromitsu","Miura","",69,170,71,"Orthodox",12,7,0,19,"Orthodox"
"2149","Jonathan","Mix","",72,168,NA,NA,7,4,0,11,NA
"2150","Tomoya","Miyashita","",67,139,NA,"Southpaw",17,9,7,33,"Southpaw"
"2151","Kazuyuki","Miyata","",68,139,NA,"Orthodox",15,9,0,24,"Orthodox"
"2152","Motoki","Miyazawa","",71,168,NA,"Southpaw",7,3,0,10,"Southpaw"
"2153","Takeya","Mizugaki","",67,135,69,"Orthodox",21,11,2,34,"Orthodox"
"2154","Tatsuya","Mizuno","",73,205,NA,"Southpaw",16,12,1,29,"Southpaw"
"2155","Roxanne","Modafferi","The Happy Warrior",67,125,69,"Orthodox",25,19,0,44,"Orthodox"
"2156","Bobby","Moffett","The Wolfman",70,145,73,"Orthodox",13,5,0,18,"Orthodox"
"2157","Bronson","Mohika","",NA,135,NA,NA,1,1,0,2,NA
"2158","Nate","Mohr","",69,155,72,"Orthodox",9,7,0,16,"Orthodox"
"2159","Renato","Moicano","",71,155,72,"Orthodox",14,4,1,19,"Orthodox"
"2160","Thiago","Moises","",69,155,70,"Orthodox",15,4,0,19,"Orthodox"
"2161","Ashkan","Mokhtarian","The Assassin",66,125,67,"Southpaw",13,3,0,16,"Southpaw"
"2162","Suman","Mokhtarian","",68,145,72,"Orthodox",8,5,0,13,"Orthodox"
"2163","Dan","Molina","",70,216,NA,NA,13,9,0,22,NA
"2164","Jeff","Molina","El Jefe",66,125,69,"Orthodox",8,2,0,10,"Orthodox"
"2165","Rudyard","Moncayo","",70,195,NA,"Orthodox",0,3,0,3,"Orthodox"
"2166","Hidetaka","Monma","",72,168,NA,"Orthodox",18,11,4,33,"Orthodox"
"2167","Jeff","Monson","The Snowman",69,247,74,"Orthodox",60,26,1,87,"Orthodox"
"2168","Darrell","Montague","Mongoose",66,125,67,"Southpaw",13,5,0,18,"Southpaw"
"2169","Andrew","Montanez","",NA,185,NA,NA,9,12,1,22,NA
"2170","Augusto","Montano","Dodger",73,170,73,"Orthodox",15,3,0,18,"Orthodox"
"2171","Erick","Montano","Perry",72,170,73,"Orthodox",7,5,0,12,"Orthodox"
"2172","Nicco","Montano","",65,135,65,"Southpaw",5,3,0,8,"Southpaw"
"2173","Alberto","Montes","The Promise",67,135,NA,NA,4,0,0,4,NA
"2174","Steve","Montgomery","The Creepy Weasel",76,185,NA,"Southpaw",9,5,0,14,"Southpaw"
"2175","James","Moontasri","Moon Walker",70,170,71,"Switch",9,5,0,14,"Mixed"
"2176","Homer","Moore","The Rock",70,205,NA,"Orthodox",26,9,2,37,"Orthodox"
"2177","Todd","Moore","",69,170,71,"Southpaw",16,7,0,23,"Southpaw"
"2178","Nate","Moore","",72,170,NA,NA,8,4,0,12,NA
"2179","Dustin","Moore","",64,125,NA,NA,0,2,0,2,NA
"2180","Taylor","Moore","",70,135,70,"Southpaw",10,5,0,15,"Southpaw"
"2181","Sergio","Moraes","The Panther",72,170,72,"Orthodox",14,6,1,21,"Orthodox"
"2182","Marlon","Moraes","Magic",66,135,67,"Orthodox",23,8,1,32,"Orthodox"
"2183","Sheymon","Moraes","",68,145,72,"Orthodox",11,4,0,15,"Orthodox"
"2184","John","Moraga","",66,125,66,"Orthodox",19,7,0,26,"Orthodox"
"2185","Ricardo","Morais","The Mutant",80,270,NA,"Orthodox",10,4,1,15,"Orthodox"
"2186","Leonardo","Morales","Chimy",68,135,NA,"Southpaw",6,2,0,8,"Southpaw"
"2187","Albert","Morales","The Warrior",69,135,72,"Orthodox",7,4,1,12,"Orthodox"
"2188","Joseph","Morales","",66,125,69,"Switch",9,2,0,11,"Mixed"
"2189","Vince","Morales","Vandetta",67,145,70,"Orthodox",9,5,0,14,"Orthodox"
"2190","Omar","Morales","Venezuelan Fighter",71,145,73,"Orthodox",10,1,0,11,"Orthodox"
"2191","Sarah","Moras","Cheesecake",67,135,67,"Orthodox",6,8,0,14,"Orthodox"
"2192","Christian","Morecraft","",78,260,81,"Orthodox",8,3,0,11,"Orthodox"
"2193","Joe","Moreira","",71,195,NA,"Southpaw",2,2,0,4,"Southpaw"
"2194","Richardson","Moreira","Rick Monstro",74,185,NA,"Orthodox",7,4,0,11,"Orthodox"
"2195","Gisele","Moreira","",66,135,NA,"Orthodox",8,3,0,11,"Orthodox"
"2196","Vinicius","Moreira","Mamute",76,205,76,"Orthodox",9,5,0,14,"Orthodox"
"2197","Jesse","Moreng","Arturo",67,145,NA,"Orthodox",9,1,0,10,"Orthodox"
"2198","Brandon","Moreno","The Assassin Baby",67,125,70,"Orthodox",18,5,2,25,"Orthodox"
"2199","Mike","Moreno","El Palo Duro",72,185,NA,NA,6,5,0,11,NA
"2200","Dan","Moret","The Hitman",72,155,73,"Southpaw",13,6,0,19,"Southpaw"
"2201","Sammy","Morgan","The Squeeze",70,170,NA,"Orthodox",18,12,0,30,"Orthodox"
"2202","Peggy","Morgan","The Daywalker",73,135,NA,NA,4,4,0,8,NA
"2203","Alex","Morono","The Great White",71,170,72,"Orthodox",18,7,0,25,"Orthodox"
"2204","Maryna","Moroz","Iron Lady",67,125,67,"Orthodox",10,3,0,13,"Orthodox"
"2205","Sergey","Morozov","",66,135,NA,"Orthodox",16,4,0,20,"Orthodox"
"2206","Brad","Morris","",74,205,NA,"Orthodox",10,6,0,16,"Orthodox"
"2207","Scott","Morris","",70,210,NA,"Orthodox",2,1,0,3,"Orthodox"
"2208","Anthony","Morrison","Cheesesteak",67,145,NA,"Orthodox",20,12,0,32,"Orthodox"
"2209","Jack","Morrison","",71,205,NA,NA,0,3,0,3,NA
"2210","Harry","Moskowitz","Dirty",77,275,NA,"Orthodox",6,12,0,18,"Orthodox"
"2211","Juan","Mott","",72,190,NA,"Switch",3,4,0,7,"Mixed"
"2212","Nikolas","Motta","Iron",69,155,70,"Orthodox",12,3,0,15,"Orthodox"
"2213","Flavio Luiz","Moura","",71,183,NA,"Open Stance",19,7,0,26,"Mixed"
"2214","Gegard","Mousasi","",74,185,76,"Orthodox",42,6,2,50,"Orthodox"
"2215","Kin","Moy","Kong",65,135,NA,NA,8,3,0,11,NA
"2216","Jamie","Moyle","",61,115,65,"Orthodox",4,3,0,7,"Orthodox"
"2217","Su","Mudaerji","The Tibetan Eagle",68,125,72,"Southpaw",14,4,0,18,"Southpaw"
"2218","Garrett","Mueller","",69,135,NA,NA,3,3,0,6,NA
"2219","Lauren","Mueller","Princess Tiger",65,125,67,"Orthodox",5,3,0,8,"Orthodox"
"2220","Belal","Muhammad","Remember the Name",71,170,72,"Orthodox",18,3,0,21,"Orthodox"
"2221","Fazlo","Mulabitinovic","",NA,135,NA,NA,4,2,0,6,NA
"2222","Quinn","Mulhern","",75,155,NA,"Orthodox",18,4,0,22,"Orthodox"
"2223","James","Mulheron","",70,243,73,"Orthodox",11,2,0,13,"Orthodox"
"2224","Jamie","Mullarkey","",72,155,74,"Orthodox",12,4,0,16,"Orthodox"
"2225","Jim","Mullen","",73,215,NA,"Southpaw",0,2,0,2,"Southpaw"
"2226","Pedro","Munhoz","The Young Punisher",66,135,65,"Orthodox",19,5,0,24,"Orthodox"
"2227","Andre","Muniz","Sergipano",73,185,78,"Southpaw",20,4,0,24,"Southpaw"
"2228","Mark","Munoz","The Filipino Wrecking Machine",72,185,71,"Orthodox",14,6,0,20,"Orthodox"
"2229","Alexander","Munoz","",69,155,72,"Switch",6,1,0,7,"Mixed"
"2230","Johnny","Munoz","Kid Kvenbo",69,145,71,"Orthodox",10,1,0,11,"Orthodox"
"2231","Andy","Murad","The Tooth Fairy",69,185,NA,NA,15,2,0,17,NA
"2232","Makhmud","Muradov","Mach",74,185,75,"Orthodox",25,6,0,31,"Orthodox"
"2233","Kazunari","Murakami","",73,220,NA,"Orthodox",5,5,0,10,"Orthodox"
"2234","Ryuichi","Murata","",68,183,NA,"Orthodox",8,3,1,12,"Orthodox"
"2235","Kanako","Murata","",61,115,62,"Orthodox",12,1,0,13,"Orthodox"
"2236","Vince","Murdock","",66,145,64,"Orthodox",12,4,0,16,"Orthodox"
"2237","Tom","Murphy","",74,227,NA,"Southpaw",8,0,0,8,"Southpaw"
"2238","Ian","Murphy","",73,185,NA,"Orthodox",1,1,0,2,"Orthodox"
"2239","Jon","Murphy","Man of Faith",75,260,NA,"Orthodox",6,4,0,10,"Orthodox"
"2240","Lauren","Murphy","Lucky",65,125,67,"Orthodox",14,4,0,18,"Orthodox"
"2241","Patrick","Murphy","",72,170,NA,NA,5,3,0,8,NA
"2242","Lerone","Murphy","The Miracle",69,145,73,"Orthodox",10,0,1,11,"Orthodox"
"2243","Lee","Murray","Lightning",75,185,NA,"Orthodox",8,2,1,11,"Orthodox"
"2244","Khalid","Murtazaliev","",72,185,76,"Orthodox",14,2,0,16,"Orthodox"
"2245","Azamat","Murzakanov","The Professional",71,205,NA,NA,7,0,0,7,NA
"2246","Nicholas","Musoke","Nico",72,170,75,"Orthodox",13,5,0,18,"Orthodox"
"2247","Andre","Mussi","",75,242,NA,"Orthodox",11,5,0,16,"Orthodox"
"2248","Magomed","Mustafaev","The Sniper",68,155,71,"Orthodox",14,4,0,18,"Orthodox"
"2249","Max","Mustaki","",72,155,NA,"Orthodox",6,3,0,9,"Orthodox"
